Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Joe Flacco,CLE,27,42,368,3,2,0,0,75,96.1,2,1,0,2,0,0,0,0,0,0,0,202312240,htx
Dorian Thompson-Robinson,CLE,1,2,6,0,0,1,10,6,56.2,1,-5,0,-5,0,0,0,0,0,0,0,202312240,htx
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,15,25,1,10,2,1,-2,0,-2,0,0,202312240,htx
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,5,22,0,8,1,0,0,0,0,0,0,202312240,htx
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,7,11,1,4,4,2,5,0,6,0,0,202312240,htx
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,265,2,75,0,0,202312240,htx
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,44,1,21,0,0,202312240,htx
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,19,0,18,0,0,202312240,htx
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,18,0,13,0,0,202312240,htx
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,7,0,0,202312240,htx
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202312240,htx
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,202312240,htx
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202312240,htx
Davis Mills,HOU,15,32,149,2,0,0,0,19,81.4,2,9,0,9,0,0,0,0,0,0,0,202312240,htx
Case Keenum,HOU,11,17,62,0,2,3,33,8,31.6,0,0,0,0,0,0,0,0,0,0,0,202312240,htx
Devin Singletary,HOU,0,0,0,0,0,0,0,0,,9,44,0,17,3,3,19,0,8,1,0,202312240,htx
Robert Woods,HOU,0,0,0,0,0,0,0,0,,1,7,0,7,6,2,14,0,12,0,0,202312240,htx
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,3,6,0,4,2,1,10,0,10,0,0,202312240,htx
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,1,6,0,6,3,0,0,0,0,0,0,202312240,htx
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,61,0,14,0,0,202312240,htx
Noah Brown,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,38,0,16,0,0,202312240,htx
Brevin Jordan,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,27,0,19,0,0,202312240,htx
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,18,0,18,0,0,202312240,htx
Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,18,1,7,0,0,202312240,htx
Andrew Beck,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,1,5,0,0,202312240,htx
John Metchie,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202312240,htx
