Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jared Goff,DET,30,44,353,2,0,3,13,45,107.5,2,3,0,4,0,0,0,0,0,0,0,202310150,tam
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,10,15,0,8,2,2,28,0,28,0,0,202310150,tam
David Montgomery,DET,0,0,0,0,0,0,0,0,,6,14,0,6,1,1,19,0,19,1,0,202310150,tam
Devine Ozigbo,DET,0,0,0,0,0,0,0,0,,3,5,0,4,1,1,8,0,8,0,0,202310150,tam
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,1,3,0,3,3,3,23,0,12,0,0,202310150,tam
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,15,12,124,1,27,0,0,202310150,tam
Jameson Williams,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,53,1,45,0,0,202310150,tam
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,50,0,21,0,0,202310150,tam
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,0,0,0,0,11,4,36,0,19,0,0,202310150,tam
Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202310150,tam
Marvin Jones,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202310150,tam
Baker Mayfield,TAM,19,37,206,0,1,1,1,26,56.8,2,6,0,3,0,0,0,0,0,0,0,202310150,tam
Rachaad White,TAM,0,0,0,0,0,0,0,0,,7,26,0,8,4,3,12,0,7,0,0,202310150,tam
Ke'Shawn Vaughn,TAM,0,0,0,0,0,0,0,0,,6,9,0,7,2,0,0,0,0,0,0,202310150,tam
Deven Thompkins,TAM,0,0,0,0,0,0,0,0,,1,5,0,5,4,2,-2,0,0,0,0,202310150,tam
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,77,0,23,0,0,202310150,tam
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,10,4,49,0,18,0,0,202310150,tam
Trey Palmer,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,47,0,26,0,0,202310150,tam
Cade Otton,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,15,0,15,0,0,202310150,tam
Payne Durham,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202310150,tam
