Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Joshua Dobbs,ARI,28,41,265,2,0,1,8,41,102.2,12,48,0,12,0,0,0,0,0,1,0,202310010,sfo
James Conner,ARI,0,0,0,0,0,0,0,0,,11,52,0,11,2,1,4,0,4,0,0,202310010,sfo
Emari Demercado,ARI,0,0,0,0,0,0,0,0,,1,3,0,3,4,3,21,0,13,0,0,202310010,sfo
Zeke Turner,ARI,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,202310010,sfo
Marquise Brown,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,96,0,41,0,0,202310010,sfo
Michael Wilson,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,76,2,33,0,0,202310010,sfo
Zach Ertz,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,53,0,15,0,0,202310010,sfo
Zach Pascal,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,10,0,9,0,0,202310010,sfo
Trey McBride,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202310010,sfo
Rondale Moore,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202310010,sfo
Geoff Swaim,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202310010,sfo
Brock Purdy,SFO,20,21,283,1,0,1,12,42,134.6,2,0,1,1,0,0,0,0,0,0,0,202310010,sfo
Christian McCaffrey,SFO,0,0,0,0,0,0,0,0,,20,106,3,18,8,7,71,1,13,0,0,202310010,sfo
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,3,10,0,4,1,1,13,0,13,0,0,202310010,sfo
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,3,6,0,5,0,0,0,0,0,0,0,202310010,sfo
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,2,3,0,3,1,1,4,0,4,0,0,202310010,sfo
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,148,0,42,0,0,202310010,sfo
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,22,0,14,0,0,202310010,sfo
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202310010,sfo
Willie Snead,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202310010,sfo
Ronnie Bell,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202310010,sfo
Sam Darnold,SFO,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0,202310010,sfo
