Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Dak Prescott,DAL,14,24,153,1,3,3,13,29,51.6,1,2,0,2,0,0,0,0,0,0,0,202310080,sfo
Cooper Rush,DAL,2,2,8,0,0,1,8,7,83.3,1,-2,0,-2,0,0,0,0,0,0,0,202310080,sfo
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,8,29,0,10,5,4,35,0,26,1,1,202310080,sfo
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,5,15,0,8,1,0,0,0,0,0,0,202310080,sfo
Deuce Vaughn,DAL,0,0,0,0,0,0,0,0,,3,7,0,4,1,1,1,0,1,0,0,202310080,sfo
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,1,6,0,6,4,1,7,0,7,0,0,202310080,sfo
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,49,0,29,0,0,202310080,sfo
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,28,0,20,0,0,202310080,sfo
KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,26,1,26,0,0,202310080,sfo
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,15,0,8,0,0,202310080,sfo
Luke Schoonmaker,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202310080,sfo
Brock Purdy,SFO,17,24,252,4,0,1,2,42,144.4,0,0,0,0,0,0,0,0,0,0,0,202310080,sfo
Sam Darnold,SFO,1,1,1,0,0,0,0,1,79.2,1,-1,0,-1,0,0,0,0,0,0,0,202310080,sfo
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,10,69,1,26,1,0,0,0,0,0,0,202310080,sfo
Christian McCaffrey,SFO,0,0,0,0,0,0,0,0,,19,51,1,8,3,2,27,0,19,1,1,202310080,sfo
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,5,30,0,11,3,3,55,0,42,0,0,202310080,sfo
Tyrion Davis-Price,SFO,0,0,0,0,0,0,0,0,,6,21,0,15,0,0,0,0,0,0,0,202310080,sfo
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,67,3,38,0,0,202310080,sfo
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,58,0,23,0,0,202310080,sfo
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,26,1,9,0,0,202310080,sfo
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,0,19,0,0,202310080,sfo
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,202310080,sfo
Ronnie Bell,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202310080,sfo
