Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Joe Burrow,CIN,14,31,82,0,0,2,15,12,52.2,1,-1,0,-1,0,0,0,0,0,0,0,202309100,cle
Jake Browning,CIN,0,1,0,0,0,0,0,0,39.6,1,-1,0,-1,0,0,0,0,0,0,0,202309100,cle
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,13,56,0,22,5,3,17,0,10,0,0,202309100,cle
Chris Evans,CIN,0,0,0,0,0,0,0,0,,2,12,0,7,1,1,-1,0,-1,0,0,202309100,cle
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,2,7,0,5,0,0,0,0,0,0,0,202309100,cle
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,1,2,0,2,9,5,39,0,12,0,0,202309100,cle
Irv Smith Jr.,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,17,0,8,0,0,202309100,cle
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,6,0,0,202309100,cle
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,0,0,0,0,0,202309100,cle
Deshaun Watson,CLE,16,29,154,1,1,3,10,33,67.3,5,45,1,13,0,0,0,0,0,1,0,202309100,cle
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,18,106,0,17,4,4,21,0,10,0,0,202309100,cle
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,15,36,0,17,0,0,0,0,0,1,1,202309100,cle
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,2,19,0,19,7,3,43,0,33,0,0,202309100,cle
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,37,0,20,0,0,202309100,cle
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,24,0,15,0,0,202309100,cle
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,202309100,cle
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,202309100,cle
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,1,3,0,0,202309100,cle
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202309100,cle
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202309100,cle
