Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Derek Carr,NOR,24,38,304,0,1,1,8,51,77.1,2,7,0,8,0,0,0,0,0,1,0,202311260,atl
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,15,69,0,16,5,4,50,0,20,0,0,202311260,atl
Lynn Bowden Jr.,NOR,0,0,0,0,0,0,0,0,,2,40,0,29,2,0,0,0,0,0,0,202311260,atl
Taysom Hill,NOR,0,0,0,0,0,0,0,0,,7,26,0,10,2,2,55,0,36,1,1,202311260,atl
Jamaal Williams,NOR,0,0,0,0,0,0,0,0,,2,6,0,3,2,2,4,0,4,0,0,202311260,atl
Chris Olave,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,114,0,51,0,0,202311260,atl
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,45,0,23,0,0,202311260,atl
Keith Kirkwood,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,20,0,13,0,0,202311260,atl
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,9,0,5,0,0,202311260,atl
A.T. Perry,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,202311260,atl
Desmond Ridder,ATL,13,21,168,1,2,0,0,29,63.3,7,30,0,16,0,0,0,0,0,0,0,202311260,atl
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,16,91,1,17,6,3,32,1,26,0,0,202311260,atl
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,10,64,0,14,0,0,0,0,0,0,0,202311260,atl
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,8,43,0,12,0,0,0,0,0,0,0,202311260,atl
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,91,0,29,0,0,202311260,atl
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,22,0,11,0,0,202311260,atl
Van Jefferson,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,13,0,13,0,0,202311260,atl
Keith Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202311260,atl
Scott Miller,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,202311260,atl
