Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Lamar Jackson,BAL,15,19,186,2,0,3,21,43,142.5,9,27,2,10,0,0,0,0,0,2,1,202310010,cle
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,15,48,0,16,3,2,1,0,7,0,0,202310010,cle
Justice Hill,BAL,0,0,0,0,0,0,0,0,,3,33,0,15,0,0,0,0,0,0,0,202310010,cle
Melvin Gordon,BAL,0,0,0,0,0,0,0,0,,3,21,0,22,1,1,23,0,23,0,0,202310010,cle
Tyler Huntley,BAL,0,0,0,0,0,0,0,0,,2,8,0,6,0,0,0,0,0,0,0,202310010,cle
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,80,2,36,0,0,202310010,cle
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0,202310010,cle
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,10,0,0,202310010,cle
Nelson Agholor,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,4,0,4,0,0,202310010,cle
Zay Flowers,BAL,0,0,0,0,0,0,0,0,,1,-6,0,-6,4,3,56,0,43,0,0,202310010,cle
Dorian Thompson-Robinson,CLE,19,36,121,0,3,4,48,16,25.3,4,24,0,12,0,0,0,0,0,1,0,202310010,cle
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,5,49,0,40,0,0,0,0,0,0,0,202310010,cle
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,9,26,0,10,6,5,19,0,8,0,0,202310010,cle
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,5,12,0,6,0,0,0,0,0,0,0,202310010,cle
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,2,0,2,0,0,202310010,cle
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,46,0,15,0,0,202310010,cle
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,16,0,16,0,0,202310010,cle
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,7,0,7,0,0,202310010,cle
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,202310010,cle
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,202310010,cle
Marquise Goodwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,202310010,cle
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,1,-20,0,-20,4,2,20,0,13,0,0,202310010,cle
