Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Tommy DeVito,NYG,20,34,177,0,0,7,57,33,72.8,4,36,0,14,0,0,0,0,0,0,0,202312170,nor
Tyrod Taylor,NYG,2,4,13,0,0,0,0,8,57.3,0,0,0,0,0,0,0,0,0,0,0,202312170,nor
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,9,14,0,4,2,2,23,0,17,0,0,202312170,nor
Matt Breida,NYG,0,0,0,0,0,0,0,0,,3,10,0,5,3,2,11,0,8,0,0,202312170,nor
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,63,0,33,0,0,202312170,nor
Darren Waller,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,40,0,29,0,0,202312170,nor
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,25,0,13,0,0,202312170,nor
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,8,0,0,202312170,nor
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202312170,nor
Eric Gray,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,6,0,3,0,0,202312170,nor
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202312170,nor
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202312170,nor
Derek Carr,NOR,23,28,218,3,0,1,9,23,134.8,3,-4,0,-1,0,0,0,0,0,0,0,202312170,nor
Taysom Hill,NOR,0,1,0,0,0,0,0,0,39.6,1,1,0,1,1,1,4,0,4,0,0,202312170,nor
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,16,66,0,15,5,5,44,0,17,0,0,202312170,nor
Jamaal Williams,NOR,0,0,0,0,0,0,0,0,,8,24,0,8,1,1,2,0,2,0,0,202312170,nor
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,38,1,23,0,0,202312170,nor
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,36,0,19,0,0,202312170,nor
A.T. Perry,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,34,0,18,0,0,202312170,nor
Lynn Bowden Jr.,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,31,0,17,0,0,202312170,nor
Foster Moreau,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,13,0,8,0,0,202312170,nor
Jimmy Graham,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,1,8,0,0,202312170,nor
Keith Kirkwood,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,1,7,0,0,202312170,nor
