Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Gardner Minshew II,IND,26,39,240,1,1,3,14,31,81.1,2,5,0,6,0,0,0,0,0,0,0,202312100,cin
Zack Moss,IND,0,0,0,0,0,0,0,0,,13,28,0,12,8,4,28,0,15,0,0,202312100,cin
Trey Sermon,IND,0,0,0,0,0,0,0,0,,3,13,0,8,0,0,0,0,0,0,0,202312100,cin
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,95,0,31,0,0,202312100,cin
Will Mallory,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,46,0,16,0,0,202312100,cin
Josh Downs,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,32,0,12,0,0,202312100,cin
Alec Pierce,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,22,0,12,0,0,202312100,cin
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,17,0,9,0,0,202312100,cin
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,2,0,0,202312100,cin
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202312100,cin
Tyler Goodson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-2,0,-2,0,0,202312100,cin
Jake Browning,CIN,18,24,275,2,1,0,0,54,122.7,3,7,1,4,0,0,0,0,0,0,0,202312100,cin
A.J. McCarron,CIN,1,1,-1,0,0,0,0,-1,79.2,0,0,0,0,0,0,0,0,0,0,0,202312100,cin
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,21,79,1,18,4,3,46,0,45,0,0,202312100,cin
Chase Brown,CIN,0,0,0,0,0,0,0,0,,8,25,0,10,3,3,80,1,54,0,0,202312100,cin
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,72,0,46,0,0,202312100,cin
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,14,0,0,202312100,cin
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,23,0,17,0,0,202312100,cin
Tanner Hudson,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,21,1,11,0,0,202312100,cin
Drew Sample,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,0,3,0,0,202312100,cin
Mitchell Wilcox,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,202312100,cin
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-1,0,-1,0,0,202312100,cin
