Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jimmy Garoppolo,SFO,17,28,322,0,0,0,0,83,100.6,5,4,2,5,0,0,0,0,0,0,0,202110310,chi
Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,18,137,1,39,0,0,0,0,0,0,0,202110310,chi
Jamycal Hasty,SFO,0,0,0,0,0,0,0,0,,3,4,0,2,2,2,29,0,23,0,0,202110310,chi
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,171,0,83,0,0,202110310,chi
Mohamed Sanu,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,59,0,21,0,0,202110310,chi
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,45,0,23,0,0,202110310,chi
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,202110310,chi
Charlie Woerner,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,202110310,chi
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202110310,chi
Justin Fields,CHI,19,27,175,1,1,4,27,22,84.6,10,103,1,22,0,0,0,0,0,2,0,202110310,chi
Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,23,72,0,22,2,2,-4,0,2,0,0,202110310,chi
Ryan Nall,CHI,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,202110310,chi
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,64,0,20,0,0,202110310,chi
Jesse James,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,38,1,19,0,0,202110310,chi
Marquise Goodwin,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,0,22,1,0,202110310,chi
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,24,0,16,0,0,202110310,chi
Allen Robinson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,21,0,10,0,0,202110310,chi
Damien Williams,CHI,0,0,0,0,0,0,0,0,,2,-3,0,-1,0,0,0,0,0,0,0,202110310,chi
