Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Patrick Mahomes,KAN,24,30,278,5,1,1,7,44,131.0,5,26,0,12,0,0,0,0,0,0,0,202110030,phi
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,14,102,0,17,3,2,12,1,11,0,0,202110030,phi
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,10,42,1,10,2,2,16,0,9,0,0,202110030,phi
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,2,25,0,24,3,2,16,0,9,0,0,202110030,phi
Michael Burton,KAN,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,202110030,phi
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,12,11,186,3,44,0,0,202110030,phi
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,23,0,10,0,0,202110030,phi
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,19,1,0,202110030,phi
Jody Fortson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,1,2,0,0,202110030,phi
Noah Gray,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202110030,phi
Jalen Hurts,PHI,32,48,387,2,0,3,29,37,105.1,8,47,0,12,0,0,0,0,0,1,0,202110030,phi
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,3,31,1,13,8,6,58,0,15,0,0,202110030,phi
Miles Sanders,PHI,0,0,0,0,0,0,0,0,,7,13,0,5,3,3,34,0,18,0,0,202110030,phi
Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,1,12,0,12,1,1,9,0,9,0,0,202110030,phi
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,122,0,37,0,0,202110030,phi
Zach Ertz,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,60,0,19,0,0,202110030,phi
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,56,1,21,1,0,202110030,phi
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,33,0,18,0,0,202110030,phi
Greg Ward,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,15,1,15,0,0,202110030,phi
