Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Justin Fields,CHI,22,32,184,0,3,4,16,22,44.3,8,38,0,16,0,0,0,0,0,3,2,202110240,tam
Khalil Herbert,CHI,0,0,0,0,0,0,0,0,,18,100,0,29,5,5,33,0,20,0,0,202110240,tam
Damien Williams,CHI,0,0,0,0,0,0,0,0,,3,5,0,4,1,1,3,0,3,0,0,202110240,tam
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,43,0,22,0,0,202110240,tam
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,39,0,22,0,0,202110240,tam
Jesse James,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,20,0,8,0,0,202110240,tam
Allen Robinson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,16,0,12,0,0,202110240,tam
Marquise Goodwin,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,16,0,12,0,0,202110240,tam
Damiere Byrd,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202110240,tam
Ryan Nall,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,202110240,tam
Jesper Horsted,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202110240,tam
Tom Brady,TAM,20,36,211,4,0,0,0,46,109.8,0,0,0,0,0,0,0,0,0,0,0,202110240,tam
Blaine Gabbert,TAM,2,3,15,0,0,0,0,15,78.5,0,0,0,0,0,0,0,0,0,0,0,202110240,tam
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,15,81,1,15,4,2,9,0,9,0,0,202110240,tam
Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,10,63,0,19,0,0,0,0,0,1,1,202110240,tam
Ke'Shawn Vaughn,TAM,0,0,0,0,0,0,0,0,,5,27,0,15,0,0,0,0,0,0,0,202110240,tam
Jaelon Darden,TAM,0,0,0,0,0,0,0,0,,1,11,0,11,1,0,0,0,0,0,0,202110240,tam
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,111,1,34,0,0,202110240,tam
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,76,3,46,0,0,202110240,tam
Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,12,0,0,202110240,tam
O.J. Howard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,202110240,tam
Giovani Bernard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,5,0,9,0,0,202110240,tam
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,202110240,tam
Deon Yelder,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,202110240,tam
