Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jalen Hurts,PHI,25,39,326,2,2,2,23,41,86.1,9,35,0,9,0,0,0,0,0,0,0,202109270,dal
Miles Sanders,PHI,0,0,0,0,0,0,0,0,,2,27,0,24,4,3,28,0,19,0,0,202109270,dal
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,1,2,0,2,4,3,32,0,19,0,0,202109270,dal
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,66,0,38,0,0,202109270,dal
Zach Ertz,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,53,1,27,0,0,202109270,dal
Jalen Reagor,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,53,0,24,0,0,202109270,dal
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,46,0,41,0,0,202109270,dal
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,28,0,19,0,0,202109270,dal
Greg Ward,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,1,15,0,0,202109270,dal
Boston Scott,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,5,0,9,0,0,202109270,dal
Dak Prescott,DAL,21,26,238,3,0,4,18,44,143.3,9,6,0,5,0,0,0,0,0,2,1,202109270,dal
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,17,95,2,13,3,3,21,0,9,0,0,202109270,dal
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,11,60,0,11,1,1,5,0,5,0,0,202109270,dal
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,80,2,22,0,0,202109270,dal
Amari Cooper,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,0,13,0,0,202109270,dal
Cedrick Wilson Jr.,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,17,1,15,0,0,202109270,dal
Blake Jarwin,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,8,0,0,202109270,dal
Noah Brown,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202109270,dal
Corey Clement,DAL,0,0,0,0,0,0,0,0,,3,0,0,5,0,0,0,0,0,0,0,202109270,dal
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,1,-1,0,-1,3,3,66,0,44,0,0,202109270,dal
