Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Ryan Tannehill,TEN,14,22,197,1,0,3,13,26,107.6,3,21,0,8,0,0,0,0,0,0,0,202110100,jax
Derrick Henry,TEN,0,0,0,0,0,0,0,0,,29,130,3,15,0,0,0,0,0,0,0,202110100,jax
Cameron Batson,TEN,0,0,0,0,0,0,0,0,,2,15,0,11,0,0,0,0,0,0,0,202110100,jax
Chester Rogers,TEN,0,0,0,0,0,0,0,0,,1,9,0,9,1,1,26,0,26,0,0,202110100,jax
Jeremy McNichols,TEN,0,0,0,0,0,0,0,0,,1,9,0,9,2,2,26,0,25,0,0,202110100,jax
Marcus Johnson,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,52,0,22,0,0,202110100,jax
A.J. Brown,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,38,0,22,0,0,202110100,jax
Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,33,0,14,0,0,202110100,jax
MyCole Pruitt,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,1,14,0,0,202110100,jax
Josh Reynolds,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202110100,jax
Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202110100,jax
Trevor Lawrence,JAX,23,33,273,1,1,2,17,58,92.1,7,28,1,8,0,0,0,0,0,0,0,202110100,jax
James Robinson,JAX,0,0,0,0,0,0,0,0,,18,149,1,58,1,1,-2,0,-2,0,0,202110100,jax
Carlos Hyde,JAX,0,0,0,0,0,0,0,0,,5,13,0,7,0,0,0,0,0,0,0,202110100,jax
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,1,8,0,8,7,6,41,0,8,0,0,202110100,jax
Dan Arnold,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,64,0,18,1,1,202110100,jax
Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,58,0,58,0,0,202110100,jax
Tavon Austin,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,54,0,22,0,0,202110100,jax
Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,25,0,25,0,0,202110100,jax
Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,0,19,0,0,202110100,jax
Luke Farrell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,202110100,jax
Jacob Hollister,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,0,0,202110100,jax
