Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Russell Wilson,SEA,23,32,298,1,0,2,15,39,111.2,3,7,0,4,0,0,0,0,0,0,0,202109260,min
Chris Carson,SEA,0,0,0,0,0,0,0,0,,12,80,1,30,2,2,2,0,5,0,0,202109260,min
Freddie Swain,SEA,0,0,0,0,0,0,0,0,,1,11,0,11,2,1,10,0,10,0,0,202109260,min
Alex Collins,SEA,0,0,0,0,0,0,0,0,,2,8,0,6,0,0,0,0,0,0,0,202109260,min
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,107,1,28,0,0,202109260,min
Gerald Everett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,54,0,17,0,0,202109260,min
Travis Homer,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,48,0,31,0,0,202109260,min
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,39,0,39,0,0,202109260,min
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,31,0,15,0,0,202109260,min
Penny Hart,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,7,0,7,0,0,202109260,min
Kirk Cousins,MIN,30,38,323,3,0,1,10,28,128.4,1,2,0,2,0,0,0,0,0,1,0,202109260,min
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,26,112,0,24,8,6,59,0,23,0,0,202109260,min
Ameer Abdullah,MIN,0,0,0,0,0,0,0,0,,5,24,0,9,0,0,0,0,0,0,0,202109260,min
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,2,2,0,2,0,0,0,0,0,0,0,202109260,min
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,118,1,28,0,0,202109260,min
Tyler Conklin,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,70,1,17,0,0,202109260,min
Adam Thielen,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,50,1,21,0,0,202109260,min
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,15,0,0,202109260,min
