Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Derek Carr,LVR,28,37,382,2,0,2,9,61,126.2,4,9,0,5,0,0,0,0,0,2,0,202109190,pit
Peyton Barber,LVR,0,0,0,0,0,0,0,0,,13,32,0,13,0,0,0,0,0,0,0,202109190,pit
Kenyan Drake,LVR,0,0,0,0,0,0,0,0,,7,9,0,5,6,5,46,0,13,0,0,202109190,pit
Henry Ruggs III,LVR,0,0,0,0,0,0,0,0,,1,2,0,2,7,5,113,1,61,0,0,202109190,pit
Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,65,0,25,0,0,202109190,pit
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,57,0,23,0,0,202109190,pit
Bryan Edwards,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,40,0,18,0,0,202109190,pit
Foster Moreau,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,34,1,25,0,0,202109190,pit
Willie Snead,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0,202109190,pit
Derek Carrier,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,9,0,0,202109190,pit
Alec Ingold,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202109190,pit
Ben Roethlisberger,PIT,27,40,295,1,1,2,3,52,87.0,0,0,0,0,0,0,0,0,0,1,0,202109190,pit
Najee Harris,PIT,0,0,0,0,0,0,0,0,,10,38,0,14,5,5,43,1,25,0,0,202109190,pit
JuJu Smith-Schuster,PIT,0,0,0,0,0,0,0,0,,1,3,1,3,7,6,41,0,17,0,0,202109190,pit
Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,2,1,0,1,0,0,0,0,0,0,0,202109190,pit
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,105,0,41,0,0,202109190,pit
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,36,0,14,0,0,202109190,pit
Eric Ebron,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202109190,pit
James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202109190,pit
Chase Claypool,PIT,0,0,0,0,0,0,0,0,,1,-3,0,-3,9,3,70,0,52,0,0,202109190,pit
