Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Mac Jones,NWE,26,45,299,2,2,1,15,43,74.2,1,12,0,12,0,0,0,0,0,0,0,202112180,clt
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,10,36,0,13,1,1,4,0,4,1,0,202112180,clt
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,2,19,0,18,3,3,44,0,20,0,0,202112180,clt
Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,1,9,0,9,12,6,44,0,10,0,0,202112180,clt
Brandon Bolden,NWE,0,0,0,0,0,0,0,0,,4,3,0,3,5,3,41,0,16,0,0,202112180,clt
Jonnu Smith,NWE,0,0,0,0,0,0,0,0,,1,2,0,2,3,1,3,0,3,0,0,202112180,clt
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,77,2,25,0,0,202112180,clt
N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,52,0,43,0,0,202112180,clt
Nelson Agholor,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,34,0,10,0,0,202112180,clt
Gunner Olszewski,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,202112180,clt
Carson Wentz,IND,5,12,57,1,1,1,8,23,49.7,8,17,0,11,0,0,0,0,0,0,0,202112180,clt
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,29,170,1,67,0,0,0,0,0,0,0,202112180,clt
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,2,39,0,37,0,0,0,0,0,0,0,202112180,clt
Zach Pascal,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,23,0,23,0,0,202112180,clt
T.Y. Hilton,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,19,0,19,0,0,202112180,clt
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,1,8,0,0,202112180,clt
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,1,7,0,7,0,0,202112180,clt
Jack Doyle,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,0,0,0,202112180,clt
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202112180,clt
