Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jared Goff,DET,24,39,215,1,1,2,17,20,74.2,2,10,0,13,0,0,0,0,0,0,0,202112120,den
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,11,83,0,35,2,2,16,0,14,0,0,202112120,den
Godwin Igwebuike,DET,0,0,0,0,0,0,0,0,,8,25,0,6,0,0,0,0,0,1,1,202112120,den
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,73,0,19,0,0,202112120,den
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,52,0,20,0,0,202112120,den
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,31,1,9,0,0,202112120,den
Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,20,0,11,0,0,202112120,den
Shane Zylstra,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,18,0,14,0,0,202112120,den
Tom Kennedy,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202112120,den
KhaDarel Hodge,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202112120,den
Taylor Decker,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,-2,0,-2,0,0,202112120,den
Teddy Bridgewater,DEN,18,25,179,2,0,1,5,32,118.6,0,0,0,0,0,0,0,0,0,0,0,202112120,den
Melvin Gordon,DEN,0,0,0,0,0,0,0,0,,24,111,2,16,0,0,0,0,0,0,0,202112120,den
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,15,73,1,9,2,1,10,1,10,0,0,202112120,den
Noah Fant,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,51,0,32,0,0,202112120,den
Jerry Jeudy,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,47,0,21,0,0,202112120,den
Albert Okwuegbunam,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,41,1,16,0,0,202112120,den
Tim Patrick,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,21,0,13,0,0,202112120,den
Courtland Sutton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,202112120,den
Diontae Spencer,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202112120,den
