Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Derek Carr,LVR,21,34,196,2,1,4,31,51,84.9,3,6,0,3,0,0,0,0,0,1,0,202110040,sdg
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,13,40,0,10,5,5,17,0,9,0,0,202110040,sdg
Kenyan Drake,LVR,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,202110040,sdg
Henry Ruggs III,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,60,0,51,0,0,202110040,sdg
Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,50,1,21,0,0,202110040,sdg
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,45,1,12,1,0,202110040,sdg
Willie Snead,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,0,15,0,0,202110040,sdg
Zay Jones,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202110040,sdg
Bryan Edwards,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,4,0,4,0,0,202110040,sdg
Peyton Barber,LVR,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,202110040,sdg
Justin Herbert,LAC,25,38,222,3,0,2,10,34,107.6,3,4,0,6,0,0,0,0,0,0,0,202110040,sdg
Ty Long,LAC,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,202110040,sdg
Austin Ekeler,LAC,0,0,0,0,0,0,0,0,,15,117,1,20,5,3,28,1,14,0,0,202110040,sdg
Larry Rountree,LAC,0,0,0,0,0,0,0,0,,11,31,0,9,0,0,0,0,0,0,0,202110040,sdg
Jalen Guyton,LAC,0,0,0,0,0,0,0,0,,2,20,0,21,2,1,9,0,9,0,0,202110040,sdg
Jared Cook,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,70,1,22,0,0,202110040,sdg
Keenan Allen,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,36,0,9,0,0,202110040,sdg
Stephen Anderson,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,34,0,34,0,0,202110040,sdg
Donald Parham,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,17,1,13,0,0,202110040,sdg
Mike Williams,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,11,0,11,0,0,202110040,sdg
Tevaughn Campbell,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202110040,sdg
Justin Jackson,LAC,0,0,0,0,0,0,0,0,,3,-4,0,0,4,4,17,0,7,0,0,202110040,sdg
