Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Tom Brady,TAM,38,51,368,4,1,0,0,36,112.2,1,-1,0,-1,0,0,0,0,0,0,0,202112050,atl
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,13,44,0,9,8,7,48,1,15,0,0,202112050,atl
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,1,9,0,9,17,15,143,0,36,0,0,202112050,atl
Giovani Bernard,TAM,0,0,0,0,0,0,0,0,,1,3,0,3,2,1,7,0,7,0,0,202112050,atl
Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,0,0,0,0,0,202112050,atl
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,99,0,36,0,0,202112050,atl
Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,58,2,27,0,0,202112050,atl
Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202112050,atl
Breshad Perriman,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,202112050,atl
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0,202112050,atl
Matt Ryan,ATL,30,41,297,0,0,5,38,30,93.2,3,2,0,2,0,0,0,0,0,3,0,202112050,atl
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,13,78,0,39,5,3,18,0,6,0,0,202112050,atl
Mike Davis,ATL,0,0,0,0,0,0,0,0,,4,32,1,17,4,4,37,0,20,0,0,202112050,atl
Qadree Ollison,ATL,0,0,0,0,0,0,0,0,,2,7,0,4,1,1,8,0,8,0,0,202112050,atl
Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,1,2,0,2,5,3,44,0,30,0,0,202112050,atl
Russell Gage,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,12,11,130,0,19,1,1,202112050,atl
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,48,0,29,0,0,202112050,atl
Tajae Sharpe,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,10,0,4,0,0,202112050,atl
Keith Smith,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202112050,atl
