Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jimmy Garoppolo,SFO,20,25,277,0,2,1,7,35,79.5,1,4,0,4,0,0,0,0,0,0,0,202010250,nwe
Jeff Wilson,SFO,0,0,0,0,0,0,0,0,,17,112,3,17,2,2,8,0,7,0,0,202010250,nwe
Jamycal Hasty,SFO,0,0,0,0,0,0,0,0,,9,57,0,20,1,1,16,0,16,0,0,202010250,nwe
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,4,18,1,10,2,1,18,0,18,0,0,202010250,nwe
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,3,7,0,3,5,5,65,0,23,0,0,202010250,nwe
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,115,0,35,0,0,202010250,nwe
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,55,0,15,0,0,202010250,nwe
Kendrick Bourne,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202010250,nwe
Jerick McKinnon,SFO,0,0,0,0,0,0,0,0,,3,-1,0,1,0,0,0,0,0,0,0,202010250,nwe
Cam Newton,NWE,9,15,98,0,3,1,8,21,39.7,5,19,0,6,0,0,0,0,0,0,0,202010250,nwe
Jarrett Stidham,NWE,6,10,64,0,1,1,7,17,39.2,2,3,0,6,0,0,0,0,0,0,0,202010250,nwe
Damien Harris,NWE,0,0,0,0,0,0,0,0,,10,58,0,12,1,1,12,0,12,0,0,202010250,nwe
Rex Burkhead,NWE,0,0,0,0,0,0,0,0,,4,12,0,5,4,3,35,0,17,0,0,202010250,nwe
Jakobi Meyers,NWE,0,0,0,0,0,0,0,0,,1,2,0,2,6,4,60,0,21,0,0,202010250,nwe
Damiere Byrd,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,16,0,16,0,0,202010250,nwe
Julian Edelman,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,13,0,13,0,0,202010250,nwe
Ryan Izzo,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202010250,nwe
Dalton Keene,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202010250,nwe
N'Keal Harry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,202010250,nwe
James White,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,202010250,nwe
Jakob Johnson,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,1,0,202010250,nwe
