Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Ryan Fitzpatrick,MIA,18,20,160,2,0,1,4,20,133.3,7,38,1,14,1,1,0,0,0,0,0,202009240,jax
Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,22,66,0,15,5,5,29,0,11,0,0,202009240,jax
Jakeem Grant,MIA,0,0,0,0,0,0,0,0,,1,29,0,29,1,1,19,0,19,0,0,202009240,jax
Matt Breida,MIA,0,0,0,0,0,0,0,0,,3,4,0,3,0,0,0,0,0,0,0,202009240,jax
Jordan Howard,MIA,0,0,0,0,0,0,0,0,,3,1,1,1,0,0,0,0,0,0,0,202009240,jax
DeVante Parker,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,69,0,20,0,0,202009240,jax
Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,15,1,15,0,0,202009240,jax
Isaiah Ford,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,11,0,0,202009240,jax
Preston Williams,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,7,1,4,0,0,202009240,jax
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202009240,jax
Gardner Minshew II,JAX,30,42,275,0,1,4,29,24,79.0,3,22,0,16,0,0,0,0,0,1,1,202009240,jax
James Robinson,JAX,0,0,0,0,0,0,0,0,,11,46,2,11,6,6,83,0,24,0,0,202009240,jax
Chris Thompson,JAX,0,0,0,0,0,0,0,0,,2,3,0,4,6,5,35,0,9,0,0,202009240,jax
Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,1,1,0,1,6,5,33,0,16,0,0,202009240,jax
Keelan Cole,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,43,0,16,0,0,202009240,jax
Chris Conley,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,34,0,18,0,0,202009240,jax
James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,29,0,12,0,0,202009240,jax
Tyler Eifert,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,11,0,6,0,0,202009240,jax
Dede Westbrook,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,202009240,jax
Collin Johnson,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202009240,jax
