Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Nick Foles,CHI,28,40,261,0,2,4,31,42,66.8,0,0,0,0,0,0,0,0,0,0,0,202010260,ram
David Montgomery,CHI,0,0,0,0,0,0,0,0,,14,48,0,11,5,5,21,0,7,0,0,202010260,ram
Cordarrelle Patterson,CHI,0,0,0,0,0,0,0,0,,3,1,0,2,4,3,11,0,7,0,0,202010260,ram
Allen Robinson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,70,0,42,0,0,202010260,ram
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,45,0,38,0,0,202010260,ram
Darnell Mooney,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,40,0,19,0,0,202010260,ram
Jimmy Graham,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,31,0,14,0,0,202010260,ram
Anthony Miller,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,20,0,8,0,0,202010260,ram
Demetrius Harris,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,15,0,9,0,0,202010260,ram
Javon Wims,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,202010260,ram
Jared Goff,LAR,23,33,220,2,0,1,9,34,108.1,4,1,0,6,0,0,0,0,0,1,0,202010260,ram
Darrell Henderson,LAR,0,0,0,0,0,0,0,0,,15,63,0,11,2,2,13,0,11,0,0,202010260,ram
Malcolm Brown,LAR,0,0,0,0,0,0,0,0,,10,57,1,13,1,0,0,0,0,0,0,202010260,ram
Robert Woods,LAR,0,0,0,0,0,0,0,0,,4,23,0,25,5,3,22,0,13,1,1,202010260,ram
Cooper Kupp,LAR,0,0,0,0,0,0,0,0,,1,16,0,16,6,6,43,0,13,0,0,202010260,ram
Josh Reynolds,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,52,1,21,0,0,202010260,ram
Johnny Mundt,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,48,0,34,0,0,202010260,ram
Gerald Everett,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,28,1,16,0,0,202010260,ram
Van Jefferson,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0,202010260,ram
