Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Ryan Tannehill,TEN,13,22,221,1,0,1,1,69,108.3,2,3,1,2,0,0,0,0,0,0,0,202011290,clt
Derrick Henry,TEN,0,0,0,0,0,0,0,0,,27,178,3,31,4,2,7,0,4,0,0,202011290,clt
D'Onta Foreman,TEN,0,0,0,0,0,0,0,0,,4,28,0,12,0,0,0,0,0,0,0,202011290,clt
Jeremy McNichols,TEN,0,0,0,0,0,0,0,0,,8,20,0,6,1,0,0,0,0,0,0,202011290,clt
Cameron Batson,TEN,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,202011290,clt
A.J. Brown,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,98,1,69,0,0,202011290,clt
Corey Davis,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,70,0,37,0,0,202011290,clt
Geoff Swaim,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,30,0,12,0,0,202011290,clt
Khari Blasingame,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,0,0,202011290,clt
Anthony Firkser,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202011290,clt
Kalif Raymond,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202011290,clt
Logan Woodside,TEN,0,0,0,0,0,0,0,0,,3,-5,0,-1,0,0,0,0,0,0,0,202011290,clt
Philip Rivers,IND,24,42,295,2,1,1,6,50,84.9,0,0,0,0,0,0,0,0,0,0,0,202011290,clt
Jacoby Brissett,IND,0,2,0,0,0,1,9,0,39.6,4,3,2,2,0,0,0,0,0,0,0,202011290,clt
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,10,29,0,10,10,8,66,0,19,0,0,202011290,clt
Jordan Wilkins,IND,0,0,0,0,0,0,0,0,,6,22,0,11,4,3,35,0,21,0,0,202011290,clt
DeMichael Harris,IND,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,1,0,1,0,0,202011290,clt
T.Y. Hilton,IND,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,81,1,50,0,0,202011290,clt
Trey Burton,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,42,1,19,0,0,202011290,clt
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,9,2,28,0,14,0,0,202011290,clt
Zach Pascal,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,23,0,23,0,0,202011290,clt
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,19,0,11,0,0,202011290,clt
Jack Doyle,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202011290,clt
