Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Ben Roethlisberger,PIT,21,32,229,3,0,2,21,28,117.8,3,9,0,11,0,0,0,0,0,1,0,202009140,nyg
Benny Snell Jr.,PIT,0,0,0,0,0,0,0,0,,19,113,0,30,1,0,0,0,0,1,0,202009140,nyg
James Conner,PIT,0,0,0,0,0,0,0,0,,6,9,0,3,4,2,8,0,6,0,0,202009140,nyg
Chase Claypool,PIT,0,0,0,0,0,0,0,0,,1,8,0,8,2,2,39,0,28,0,0,202009140,nyg
Jaylen Samuels,PIT,0,0,0,0,0,0,0,0,,1,2,0,2,1,1,1,0,1,0,0,202009140,nyg
JuJu Smith-Schuster,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,69,2,17,0,0,202009140,nyg
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,57,0,18,1,1,202009140,nyg
James Washington,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,34,1,21,0,0,202009140,nyg
Eric Ebron,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,18,0,18,0,0,202009140,nyg
Vance McDonald,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202009140,nyg
Daniel Jones,NYG,26,41,279,2,2,3,17,41,79.2,4,22,0,13,0,0,0,0,0,0,0,202009140,nyg
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,15,6,0,7,9,6,60,0,38,0,0,202009140,nyg
Dion Lewis,NYG,0,0,0,0,0,0,0,0,,1,1,0,1,1,0,0,0,0,0,0,202009140,nyg
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,102,2,41,0,0,202009140,nyg
Sterling Shepard,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,47,0,14,0,0,202009140,nyg
Kaden Smith,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,12,0,0,202009140,nyg
C.J. Board,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,10,0,0,202009140,nyg
Wayne Gallman,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0,14,0,0,202009140,nyg
Levine Toilolo,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,202009140,nyg
Evan Engram,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,9,0,5,0,0,202009140,nyg
Damion Ratley,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202009140,nyg
