Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Russell Wilson,SEA,24,34,360,2,1,2,17,57,112.4,4,5,0,8,0,0,0,0,0,0,0,202010040,mia
Chris Carson,SEA,0,0,0,0,0,0,0,0,,16,80,2,18,4,3,20,0,11,1,0,202010040,mia
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,2,8,0,6,2,2,15,0,9,0,0,202010040,mia
Travis Homer,SEA,0,0,0,0,0,0,0,0,,4,5,0,8,1,1,3,1,3,0,0,202010040,mia
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,106,0,37,0,0,202010040,mia
David Moore,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,95,1,57,0,0,202010040,mia
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,39,0,30,0,0,202010040,mia
Greg Olsen,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,35,0,11,0,0,202010040,mia
Freddie Swain,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,32,0,23,0,0,202010040,mia
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,14,0,0,202010040,mia
Ryan Fitzpatrick,MIA,29,45,315,0,2,1,3,26,66.4,6,47,1,11,0,0,0,0,0,0,0,202010040,mia
Myles Gaskin,MIA,0,0,0,0,0,0,0,0,,10,40,0,11,4,3,22,0,9,0,0,202010040,mia
Matt Breida,MIA,0,0,0,0,0,0,0,0,,3,9,0,4,3,3,39,0,26,0,0,202010040,mia
Lynn Bowden Jr.,MIA,0,0,0,0,0,0,0,0,,1,5,0,5,0,0,0,0,0,0,0,202010040,mia
Jordan Howard,MIA,0,0,0,0,0,0,0,0,,2,2,0,3,1,1,-3,0,-3,1,0,202010040,mia
DeVante Parker,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,12,10,110,0,21,0,0,202010040,mia
Isaiah Ford,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,10,4,48,0,17,0,0,202010040,mia
Jakeem Grant,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,36,0,18,0,0,202010040,mia
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,30,0,18,0,0,202010040,mia
Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,15,0,15,0,0,202010040,mia
Preston Williams,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,15,0,15,0,0,202010040,mia
Chandler Cox,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,202010040,mia
Adam Shaheen,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202010040,mia
