Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Mike Glennon,JAX,26,42,261,2,0,6,31,21,95.4,1,2,0,2,0,0,0,0,0,1,1,202101030,clt
Dare Ogunbowale,JAX,0,0,0,0,0,0,0,0,,14,50,0,11,7,4,22,0,11,0,0,202101030,clt
Terry Godwin,JAX,0,0,0,0,0,0,0,0,,1,3,0,3,4,3,32,0,21,0,0,202101030,clt
Chris Conley,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,87,0,17,0,0,202101030,clt
Keelan Cole,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,23,0,12,0,0,202101030,clt
Tyler Eifert,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,202101030,clt
James O'Shaughnessy,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202101030,clt
Eric Saubert,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202101030,clt
Laviska Shenault Jr.,JAX,0,0,0,0,0,0,0,0,,1,-2,0,-2,9,6,68,2,21,0,0,202101030,clt
Philip Rivers,IND,17,27,164,1,1,0,0,25,76.8,2,-2,0,-1,0,0,0,0,0,0,0,202101030,clt
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,30,253,2,56,2,1,1,0,1,0,0,202101030,clt
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,2,17,0,20,7,6,50,0,14,0,0,202101030,clt
Jacoby Brissett,IND,0,0,0,0,0,0,0,0,,2,3,0,2,0,0,0,0,0,0,0,202101030,clt
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,1,2,0,2,2,2,28,0,15,0,0,202101030,clt
Zach Pascal,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,41,0,25,0,0,202101030,clt
T.Y. Hilton,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,27,1,15,0,0,202101030,clt
Jack Doyle,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,17,0,8,0,0,202101030,clt
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202101030,clt
