Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Kyler Murray,ARI,24,31,133,3,0,1,0,25,116.7,6,78,0,48,0,0,0,0,0,1,1,202010040,car
Kenyan Drake,ARI,0,0,0,0,0,0,0,0,,13,35,0,9,0,0,0,0,0,0,0,202010040,car
Chase Edmonds,ARI,0,0,0,0,0,0,0,0,,4,16,0,9,6,5,24,1,12,0,0,202010040,car
DeAndre Hopkins,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,41,0,13,0,0,202010040,car
Dan Arnold,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,39,0,25,0,0,202010040,car
Christian Kirk,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,19,1,8,0,0,202010040,car
Larry Fitzgerald,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,4,0,6,0,0,202010040,car
Jordan Thomas,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0,202010040,car
Andy Isabella,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,3,0,2,0,0,202010040,car
Teddy Bridgewater,CAR,26,37,276,2,1,0,0,24,98.5,6,32,1,18,0,0,0,0,0,0,0,202010040,car
Mike Davis,CAR,0,0,0,0,0,0,0,0,,16,84,1,21,6,5,27,0,20,0,0,202010040,car
Reggie Bonnafon,CAR,0,0,0,0,0,0,0,0,,10,53,0,22,2,2,18,1,15,0,0,202010040,car
Alex Armah,CAR,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,202010040,car
Robbie Chosen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,99,0,24,0,0,202010040,car
D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,49,0,23,0,0,202010040,car
Chris Manhertz,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0,202010040,car
Seth Roberts,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202010040,car
Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,5,1,3,0,0,202010040,car
Curtis Samuel,CAR,0,0,0,0,0,0,0,0,,2,-3,0,1,4,3,51,0,24,0,0,202010040,car
