Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Drew Brees,NOR,26,32,222,4,0,1,0,40,135.2,2,-2,0,-1,0,0,0,0,0,1,1,202011080,tam
Taysom Hill,NOR,2,2,48,0,0,0,0,29,118.7,7,54,0,23,1,1,21,0,21,0,0,202011080,tam
Jameis Winston,NOR,1,1,12,0,0,0,0,12,116.7,3,-3,0,-1,0,0,0,0,0,0,0,202011080,tam
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,9,40,1,17,6,5,9,0,9,0,0,202011080,tam
Latavius Murray,NOR,0,0,0,0,0,0,0,0,,10,39,0,17,2,2,3,0,2,0,0,202011080,tam
Dwayne Washington,NOR,0,0,0,0,0,0,0,0,,5,9,0,5,0,0,0,0,0,0,0,202011080,tam
Michael Burton,NOR,0,0,0,0,0,0,0,0,,1,1,0,1,1,1,12,0,12,0,0,202011080,tam
Michael Thomas,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,51,0,20,0,0,202011080,tam
Deonte Harty,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,40,0,40,0,0,202011080,tam
Adam Trautman,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,39,1,29,0,0,202011080,tam
Emmanuel Sanders,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,38,1,12,0,0,202011080,tam
Jared Cook,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,30,0,19,1,1,202011080,tam
Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,14,1,14,0,0,202011080,tam
Josh Hill,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,1,11,0,0,202011080,tam
Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,11,0,6,0,0,202011080,tam
Tom Brady,TAM,22,38,209,0,3,3,23,22,40.4,0,0,0,0,0,0,0,0,0,0,0,202011080,tam
Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,3,9,0,7,4,3,9,0,5,0,0,202011080,tam
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,64,0,22,0,0,202011080,tam
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,41,0,20,0,0,202011080,tam
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,1,0,0,0,6,6,41,0,20,0,0,202011080,tam
Antonio Brown,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,31,0,15,0,0,202011080,tam
Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,202011080,tam
Scott Miller,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,10,0,10,0,0,202011080,tam
Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,2,0,2,0,0,202011080,tam
Blaine Gabbert,TAM,0,0,0,0,0,0,0,0,,1,-1,0,-1,0,0,0,0,0,0,0,202011080,tam
