Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Tom Brady,TAM,33,45,369,4,0,0,0,35,127.0,1,1,1,1,0,0,0,0,0,0,0,202010250,rai
Leonard Fournette,TAM,0,0,0,0,0,0,0,0,,11,50,0,24,7,6,47,0,13,0,0,202010250,rai
Ronald Jones II,TAM,0,0,0,0,0,0,0,0,,13,34,1,13,2,1,2,0,2,0,0,202010250,rai
Scott Miller,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,109,1,35,0,0,202010250,rai
Chris Godwin,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,9,9,88,1,23,0,0,202010250,rai
Rob Gronkowski,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,62,1,26,1,0,202010250,rai
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,37,0,22,0,0,202010250,rai
Tanner Hudson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,202010250,rai
Cameron Brate,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202010250,rai
Tyler Johnson,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,4,1,3,0,0,202010250,rai
Derek Carr,LVR,24,36,284,2,1,3,13,44,97.5,2,19,0,10,0,0,0,0,0,1,0,202010250,rai
Jalen Richard,LVR,0,0,0,0,0,0,0,0,,7,24,0,9,0,0,0,0,0,0,0,202010250,rai
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,10,17,0,5,4,3,14,0,7,0,0,202010250,rai
Henry Ruggs III,LVR,0,0,0,0,0,0,0,0,,1,10,0,10,3,2,35,0,29,0,0,202010250,rai
Devontae Booker,LVR,0,0,0,0,0,0,0,0,,3,5,0,2,2,2,9,0,6,0,0,202010250,rai
Jeff Heath,LVR,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,202010250,rai
Nelson Agholor,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,107,1,44,0,0,202010250,rai
Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,50,1,14,0,0,202010250,rai
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,42,0,15,0,0,202010250,rai
Alec Ingold,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,0,21,0,0,202010250,rai
Jason Witten,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202010250,rai
Rico Gafford,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202010250,rai
