Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Derek Carr,LVR,22,31,347,3,1,1,1,72,126.7,4,1,0,2,0,0,0,0,0,0,0,202010110,kan
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,23,77,2,7,3,2,8,0,4,0,0,202010110,kan
Devontae Booker,LVR,0,0,0,0,0,0,0,0,,7,62,0,43,1,1,5,0,5,0,0,202010110,kan
Jalen Richard,LVR,0,0,0,0,0,0,0,0,,1,4,0,4,5,4,26,0,12,0,0,202010110,kan
Henry Ruggs III,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,118,1,72,0,0,202010110,kan
Nelson Agholor,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,67,1,59,0,0,202010110,kan
Darren Waller,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,48,1,23,0,0,202010110,kan
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,42,0,42,0,0,202010110,kan
Alec Ingold,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,25,0,23,0,0,202010110,kan
Jason Witten,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,0,4,0,0,202010110,kan
Zay Jones,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202010110,kan
Rico Gafford,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202010110,kan
Patrick Mahomes,KAN,22,43,340,2,1,3,7,37,83.5,6,21,1,6,0,0,0,0,0,0,0,202010110,kan
Clyde Edwards-Helaire,KAN,0,0,0,0,0,0,0,0,,10,40,0,9,8,3,40,0,20,0,0,202010110,kan
Tyreek Hill,KAN,0,0,0,0,0,0,0,0,,3,15,1,10,6,3,78,0,37,0,0,202010110,kan
Darrel Williams,KAN,0,0,0,0,0,0,0,0,,1,4,0,4,5,1,15,0,15,0,0,202010110,kan
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,108,1,32,0,0,202010110,kan
Mecole Hardman,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,50,0,37,0,0,202010110,kan
Sammy Watkins,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,1,16,0,0,202010110,kan
Byron Pringle,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0,202010110,kan
Demarcus Robinson,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,2,0,3,0,0,202010110,kan
Nick Keizer,KAN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202010110,kan
