Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Trevor Lawrence,JAX,23,35,234,2,1,3,20,24,91.8,4,17,0,10,0,0,0,0,0,0,0,202410130,chi
Mac Jones,JAX,1,1,6,0,0,1,10,6,91.7,0,0,0,0,0,0,0,0,0,0,0,202410130,chi
D'Ernest Johnson,JAX,0,0,0,0,0,0,0,0,,6,28,0,13,2,2,16,0,14,0,0,202410130,chi
Tank Bigsby,JAX,0,0,0,0,0,0,0,0,,7,24,0,8,0,0,0,0,0,1,0,202410130,chi
Evan Engram,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,10,10,102,0,24,1,1,202410130,chi
Gabriel Davis,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,45,2,21,0,0,202410130,chi
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,39,0,15,0,0,202410130,chi
Brian Thomas,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,27,0,13,0,0,202410130,chi
Brenton Strange,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,11,0,11,0,0,202410130,chi
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,3,-1,0,1,1,0,0,0,0,0,0,202410130,chi
Caleb Williams,CHI,23,29,226,4,1,3,5,31,124.4,4,56,0,23,0,0,0,0,0,0,0,202410130,chi
D'Andre Swift,CHI,0,0,0,0,0,0,0,0,,17,91,1,19,4,4,28,0,19,1,0,202410130,chi
Roschon Johnson,CHI,0,0,0,0,0,0,0,0,,5,8,0,4,3,2,25,0,17,0,0,202410130,chi
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,70,2,31,0,0,202410130,chi
Keenan Allen,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,41,2,11,0,0,202410130,chi
Rome Odunze,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,40,0,28,0,0,202410130,chi
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,20,0,9,0,0,202410130,chi
Marcedes Lewis,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202410130,chi
Gerald Everett,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202410130,chi
Tyson Bagent,CHI,0,0,0,0,0,0,0,0,,3,-3,0,0,0,0,0,0,0,0,0,202410130,chi
