Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Kirk Cousins,ATL,19,30,225,1,0,0,0,52,97.2,4,-5,0,0,0,0,0,0,0,0,0,202410130,car
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,18,105,1,20,1,1,3,0,3,0,0,202410130,car
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,15,95,2,17,4,3,10,0,5,0,0,202410130,car
Ray-Ray McCloud,ATL,0,0,0,0,0,0,0,0,,1,3,0,3,4,3,30,0,12,1,1,202410130,car
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,74,1,24,0,0,202410130,car
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,70,0,52,0,0,202410130,car
Darnell Mooney,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,38,0,19,0,0,202410130,car
Andy Dalton,CAR,26,38,221,2,2,0,0,21,78.9,3,21,0,18,0,0,0,0,0,0,0,202410130,car
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,18,92,0,19,6,5,11,0,8,1,0,202410130,car
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,3,1,0,3,1,1,12,0,12,0,0,202410130,car
Diontae Johnson,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,78,1,19,0,0,202410130,car
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,49,0,21,1,0,202410130,car
Jalen Coker,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,30,0,15,0,0,202410130,car
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,23,1,13,0,0,202410130,car
David Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,9,0,0,202410130,car
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,202410130,car
Ian Thomas,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202410130,car
