Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Bryce Young,CAR,24,37,224,2,2,2,9,29,76.9,3,6,0,4,0,0,0,0,0,0,0,202410270,den
Johnny Hekker,CAR,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,202410270,den
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,15,56,0,15,2,2,15,0,13,0,0,202410270,den
Miles Sanders,CAR,0,0,0,0,0,0,0,0,,1,7,0,7,7,7,38,0,11,0,0,202410270,den
Jalen Coker,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,78,1,29,0,0,202410270,den
David Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,39,0,13,0,0,202410270,den
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,1,0,0,0,7,4,34,1,23,0,0,202410270,den
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,8,0,0,202410270,den
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202410270,den
Sam Franklin,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202410270,den
Jonathan Mingo,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202410270,den
Bo Nix,DEN,28,37,284,3,0,2,17,37,124.2,5,4,1,3,0,0,0,0,0,0,0,202410270,den
Courtland Sutton,DEN,1,1,28,0,0,0,0,28,118.7,0,0,0,0,11,8,100,0,37,1,1,202410270,den
Riley Dixon,DEN,1,1,3,0,0,0,0,3,79.2,0,0,0,0,0,0,0,0,0,0,0,202410270,den
Jaleel McLaughlin,DEN,0,0,0,0,0,0,0,0,,8,47,0,10,1,1,9,1,9,0,0,202410270,den
Javonte Williams,DEN,0,0,0,0,0,0,0,0,,17,44,0,9,5,4,8,0,4,0,0,202410270,den
Audric Estime,DEN,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,202410270,den
Troy Franklin,DEN,0,0,0,0,0,0,0,0,,1,3,0,3,2,1,6,0,6,0,0,202410270,den
Adam Trautman,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,85,1,37,0,0,202410270,den
Devaughn Vele,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,28,0,16,0,0,202410270,den
Michael Burton,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,28,0,28,0,0,202410270,den
Lil'Jordan Humphrey,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,22,0,8,1,1,202410270,den
Lucas Krull,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,18,0,15,0,0,202410270,den
Marvin Mims,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,202410270,den
Nate Adkins,DEN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,3,0,0,202410270,den
