Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Sam Darnold,MIN,18,41,166,0,0,2,24,31,55.5,3,10,0,9,0,0,0,0,0,0,0,202501050,det
Cam Akers,MIN,0,0,0,0,0,0,0,0,,6,65,0,58,2,2,4,0,3,0,0,202501050,det
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,10,45,0,8,6,5,30,0,10,0,0,202501050,det
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,3,54,0,31,0,0,202501050,det
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,53,0,27,0,0,202501050,det
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,16,0,13,0,0,202501050,det
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,2,9,0,8,0,0,202501050,det
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,0,0,0,0,0,202501050,det
Jared Goff,DET,27,33,231,1,2,2,15,23,80.7,0,0,0,0,0,0,0,0,0,0,0,202501050,det
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,23,139,3,47,5,5,31,1,14,0,0,202501050,det
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,8,39,0,17,2,0,0,0,0,0,0,202501050,det
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,77,0,23,0,0,202501050,det
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,63,0,17,0,0,202501050,det
Jameson Williams,DET,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,34,0,14,0,0,202501050,det
Tim Patrick,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,15,0,8,0,0,202501050,det
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,202501050,det
