Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Davis Mills,HOU,12,22,128,0,0,1,11,24,71.8,3,11,0,9,0,0,0,0,0,0,0,202501050,oti
C.J. Stroud,HOU,6,6,50,1,0,0,0,14,141.0,0,0,0,0,0,0,0,0,0,0,0,202501050,oti
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,19,176,1,92,2,0,0,0,0,1,0,202501050,oti
Joe Mixon,HOU,0,0,0,0,0,0,0,0,,5,23,0,10,1,1,5,0,5,0,0,202501050,oti
Robert Woods,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,39,0,24,1,1,202501050,oti
Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,38,1,14,0,0,202501050,oti
Dalton Schultz,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,29,0,13,0,0,202501050,oti
John Metchie,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,24,0,20,0,0,202501050,oti
Diontae Johnson,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,12,0,10,0,0,202501050,oti
Xavier Hutchinson,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,202501050,oti
Cade Stover,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202501050,oti
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,2,-3,0,0,3,2,26,0,16,0,0,202501050,oti
Will Levis,TEN,9,17,175,1,0,1,8,49,108.7,4,8,0,8,0,0,0,0,0,2,1,202501050,oti
Mason Rudolph,TEN,7,9,70,0,0,1,8,24,99.1,1,5,0,5,0,0,0,0,0,0,0,202501050,oti
Tony Pollard,TEN,0,0,0,0,0,0,0,0,,22,62,0,11,0,0,0,0,0,0,0,202501050,oti
Julius Chestnut,TEN,0,0,0,0,0,0,0,0,,2,11,0,8,0,0,0,0,0,0,0,202501050,oti
Joshua Kelley,TEN,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,202501050,oti
Nick Westbrook-Ikhine,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,50,0,19,0,0,202501050,oti
Tay Martin,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,49,1,49,0,0,202501050,oti
Josh Whyle,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,29,0,9,0,0,202501050,oti
Nick Vannett,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,26,0,17,0,0,202501050,oti
Bryce Oliver,TEN,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,15,0,15,0,0,202501050,oti
Calvin Ridley,TEN,0,0,0,0,0,0,0,0,,2,-3,0,7,5,3,76,0,39,0,0,202501050,oti
