Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Kirk Cousins,ATL,23,37,344,0,2,1,6,49,70.1,0,0,0,0,0,0,0,0,0,0,0,202412080,min
Bijan Robinson,ATL,0,0,0,0,0,0,0,0,,22,92,1,13,2,2,9,0,5,0,0,202412080,min
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,9,63,1,25,0,0,0,0,0,0,0,202412080,min
Ray-Ray McCloud,ATL,0,0,0,0,0,0,0,0,,1,3,0,3,11,8,98,0,27,1,1,202412080,min
Darnell Mooney,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,142,0,49,0,0,202412080,min
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,70,0,20,0,0,202412080,min
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,14,0,14,0,0,202412080,min
Charlie Woerner,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,202412080,min
Sam Darnold,MIN,22,28,347,5,0,4,29,52,157.9,4,7,0,5,0,0,0,0,0,0,0,202412080,min
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,13,73,1,15,2,2,11,0,6,0,0,202412080,min
Cam Akers,MIN,0,0,0,0,0,0,0,0,,5,37,0,25,0,0,0,0,0,0,0,202412080,min
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,133,3,49,0,0,202412080,min
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,7,7,132,2,52,0,0,202412080,min
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,45,0,18,0,0,202412080,min
Josh Oliver,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,26,0,26,0,0,202412080,min
Nick Mullens,MIN,0,0,0,0,0,0,0,0,,2,-2,0,-1,0,0,0,0,0,0,0,202412080,min
