Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Joshua Dobbs,SFO,29,43,326,2,2,2,28,36,86.0,8,17,1,8,0,0,0,0,0,2,1,202501050,crd
Patrick Taylor,SFO,0,0,0,0,0,0,0,0,,17,109,0,29,4,1,12,0,12,0,0,202501050,crd
Jacob Cowing,SFO,0,0,0,0,0,0,0,0,,1,7,0,7,2,2,30,0,16,0,0,202501050,crd
Isaac Guerendo,SFO,0,0,0,0,0,0,0,0,,2,5,0,3,0,0,0,0,0,0,0,202501050,crd
Ricky Pearsall,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,69,1,30,0,0,202501050,crd
Chris Conley,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,59,0,23,0,0,202501050,crd
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,52,0,12,0,0,202501050,crd
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,49,1,36,0,0,202501050,crd
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,27,0,21,0,0,202501050,crd
Eric Saubert,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,17,0,11,1,0,202501050,crd
Trent Taylor,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,0,11,0,0,202501050,crd
Brayden Willis,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202501050,crd
Kyler Murray,ARI,25,35,242,4,0,0,0,28,128.5,3,22,0,9,0,0,0,0,0,0,0,202501050,crd
Tony Jones,ARI,0,0,0,0,0,0,0,0,,4,55,1,46,0,0,0,0,0,0,0,202501050,crd
Michael Carter,ARI,0,0,0,0,0,0,0,0,,17,43,1,9,4,4,16,0,9,0,0,202501050,crd
DeeJay Dallas,ARI,0,0,0,0,0,0,0,0,,1,22,0,22,1,1,5,0,5,0,0,202501050,crd
Greg Dortch,ARI,0,0,0,0,0,0,0,0,,1,7,0,7,4,4,47,2,23,1,0,202501050,crd
Clayton Tune,ARI,0,0,0,0,0,0,0,0,,1,2,0,2,0,0,0,0,0,0,0,202501050,crd
Trey McBride,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,11,7,65,1,28,0,0,202501050,crd
Marvin Harrison Jr.,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,63,1,20,0,0,202501050,crd
Zay Jones,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,46,0,25,0,0,202501050,crd
Xavier Weaver,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202501050,crd
