Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Joe Flacco,IND,26,38,330,2,2,2,10,49,90.9,1,1,0,1,0,0,0,0,0,1,1,202412290,nyg
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,32,125,2,26,4,2,11,0,7,0,0,202412290,nyg
Alec Pierce,IND,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,122,1,49,0,0,202412290,nyg
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,109,1,31,0,0,202412290,nyg
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,34,0,27,0,0,202412290,nyg
Josh Downs,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,0,10,0,0,202412290,nyg
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,13,0,0,202412290,nyg
Trey Sermon,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202412290,nyg
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202412290,nyg
Drew Lock,NYG,17,23,309,4,0,0,0,59,155.3,5,0,1,5,0,0,0,0,0,0,0,202412290,nyg
Tyrone Tracy Jr.,NYG,0,0,0,0,0,0,0,0,,20,59,0,40,3,2,14,0,13,1,0,202412290,nyg
Devin Singletary,NYG,0,0,0,0,0,0,0,0,,5,21,0,13,1,1,9,0,9,0,0,202412290,nyg
Malik Nabers,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,171,2,59,0,0,202412290,nyg
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,71,1,35,0,0,202412290,nyg
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,32,1,32,0,0,202412290,nyg
Chris Manhertz,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,12,0,12,0,0,202412290,nyg
