Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Josh Allen,BUF,24,34,283,2,1,1,2,35,102.9,7,25,0,9,0,0,0,0,0,1,0,202410270,sea
James Cook,BUF,0,0,0,0,0,0,0,0,,17,111,2,18,3,3,22,0,12,0,0,202410270,sea
Ray Davis,BUF,0,0,0,0,0,0,0,0,,6,29,0,11,0,0,0,0,0,0,0,202410270,sea
Khalil Shakir,BUF,0,0,0,0,0,0,0,0,,1,2,0,2,10,9,107,0,35,0,0,202410270,sea
Keon Coleman,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,70,1,25,0,0,202410270,sea
Dawson Knox,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,50,0,27,0,0,202410270,sea
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,31,1,12,0,0,202410270,sea
Amari Cooper,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202410270,sea
Ty Johnson,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202410270,sea
Mitchell Trubisky,BUF,0,0,0,0,0,0,0,0,,3,-3,0,0,0,0,0,0,0,0,0,202410270,sea
Geno Smith,SEA,21,29,212,0,1,1,11,20,78.5,5,16,0,13,0,0,0,0,0,1,0,202410270,sea
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,9,12,0,5,5,4,33,0,17,0,0,202410270,sea
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,3,4,1,3,4,3,20,0,12,0,0,202410270,sea
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,69,0,18,0,0,202410270,sea
AJ Barner,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,34,0,20,0,0,202410270,sea
Noah Fant,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,22,0,14,0,0,202410270,sea
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,0,15,0,0,202410270,sea
Laviska Shenault Jr.,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202410270,sea
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,202410270,sea
