Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Justin Herbert,LAC,26,38,281,3,0,0,0,40,116.2,3,12,0,7,0,0,0,0,0,0,0,202412280,nwe
Taylor Heinicke,LAC,0,2,0,0,0,0,0,0,39.6,1,8,0,8,0,0,0,0,0,0,0,202412280,nwe
J.K. Dobbins,LAC,0,0,0,0,0,0,0,0,,19,76,1,13,1,1,7,0,7,0,0,202412280,nwe
Hassan Haskins,LAC,0,0,0,0,0,0,0,0,,8,30,0,8,1,1,10,0,10,0,0,202412280,nwe
Kimani Vidal,LAC,0,0,0,0,0,0,0,0,,5,24,0,7,2,0,0,0,0,0,0,202412280,nwe
Ladd McConkey,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,10,8,94,2,40,0,0,202412280,nwe
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,48,0,19,0,0,202412280,nwe
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,41,0,19,0,0,202412280,nwe
Stone Smartt,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,23,0,14,0,0,202412280,nwe
Will Dissly,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,21,0,14,0,0,202412280,nwe
Tucker Fisk,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202412280,nwe
DJ Chark,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,202412280,nwe
Derius Davis,LAC,0,0,0,0,0,0,0,0,,1,-3,0,-3,2,2,29,1,23,0,0,202412280,nwe
Drake Maye,NWE,12,22,117,1,0,4,30,36,84.8,6,32,0,12,0,0,0,0,0,1,1,202412280,nwe
Jacoby Brissett,NWE,1,2,-2,0,0,0,0,-2,56.2,0,0,0,0,0,0,0,0,0,0,0,202412280,nwe
Antonio Gibson,NWE,0,0,0,0,0,0,0,0,,12,63,0,20,1,0,0,0,0,0,0,202412280,nwe
Rhamondre Stevenson,NWE,0,0,0,0,0,0,0,0,,2,1,0,5,1,0,0,0,0,0,0,202412280,nwe
Demario Douglas,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,46,1,36,0,0,202412280,nwe
Kayshon Boutte,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,28,0,9,0,0,202412280,nwe
Kendrick Bourne,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,18,0,0,202412280,nwe
Austin Hooper,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,19,0,9,0,0,202412280,nwe
Ja'Lynn Polk,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202412280,nwe
Hunter Henry,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202412280,nwe
Javon Baker,NWE,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202412280,nwe
