Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Baker Mayfield,TAM,22,27,288,4,1,1,5,57,135.3,2,25,0,21,0,0,0,0,0,0,0,202412150,sdg
Bucky Irving,TAM,0,0,0,0,0,0,0,0,,15,117,0,54,2,2,-4,0,-1,0,0,202412150,sdg
Rachaad White,TAM,0,0,0,0,0,0,0,0,,15,64,0,11,2,2,17,1,11,1,1,202412150,sdg
Sean Tucker,TAM,0,0,0,0,0,0,0,0,,7,17,0,4,0,0,0,0,0,0,0,202412150,sdg
Mike Evans,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,159,2,57,0,0,202412150,sdg
Jalen McMillan,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,75,1,26,0,0,202412150,sdg
Cade Otton,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,24,0,13,0,0,202412150,sdg
Sterling Shepard,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,16,0,16,0,0,202412150,sdg
Ryan Miller,TAM,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,202412150,sdg
Justin Herbert,LAC,21,33,195,2,1,3,25,31,87.3,0,0,0,0,0,0,0,0,0,0,0,202412150,sdg
Taylor Heinicke,LAC,1,1,4,0,0,0,0,4,83.3,0,0,0,0,0,0,0,0,0,0,0,202412150,sdg
Gus Edwards,LAC,0,0,0,0,0,0,0,0,,8,23,0,8,0,0,0,0,0,0,0,202412150,sdg
Kimani Vidal,LAC,0,0,0,0,0,0,0,0,,3,9,0,7,3,2,13,0,10,0,0,202412150,sdg
Ladd McConkey,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,58,1,20,0,0,202412150,sdg
Stone Smartt,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,50,0,31,1,1,202412150,sdg
Quentin Johnston,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,45,1,13,0,0,202412150,sdg
DJ Chark,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,12,0,0,202412150,sdg
Josh Palmer,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,10,0,5,0,0,202412150,sdg
Tucker Fisk,LAC,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202412150,sdg
