Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Skylar Thompson,MIA,13,19,107,0,0,5,37,22,82.6,0,0,0,0,0,0,0,0,0,2,0,202409220,sea
Tim Boyle,MIA,7,13,79,0,0,1,9,30,72.3,1,6,0,6,0,0,0,0,0,0,0,202409220,sea
De'Von Achane,MIA,0,0,0,0,0,0,0,0,,11,30,0,13,5,3,28,0,22,0,0,202409220,sea
Jaylen Wright,MIA,0,0,0,0,0,0,0,0,,2,17,0,9,0,0,0,0,0,0,0,202409220,sea
Jeff Wilson,MIA,0,0,0,0,0,0,0,0,,3,14,0,10,0,0,0,0,0,0,0,202409220,sea
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,40,0,17,0,0,202409220,sea
D'Wayne Eskridge,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,30,0,30,0,0,202409220,sea
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,26,0,10,0,0,202409220,sea
Julian Hill,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,13,0,0,202409220,sea
Jonnu Smith,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,18,0,13,0,0,202409220,sea
Durham Smythe,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202409220,sea
Tanner Conner,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,1,0,1,0,0,202409220,sea
Braxton Berrios,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202409220,sea
Erik Ezukanma,MIA,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202409220,sea
Alec Ingold,MIA,0,0,0,0,0,0,0,0,,1,-2,0,-2,3,3,16,0,6,1,0,202409220,sea
Geno Smith,SEA,26,34,289,1,2,3,19,71,86.5,2,-2,0,-1,0,0,0,0,0,1,0,202409220,sea
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,18,91,2,13,4,3,16,0,8,0,0,202409220,sea
Kenny McIntosh,SEA,0,0,0,0,0,0,0,0,,3,11,0,6,0,0,0,0,0,0,0,202409220,sea
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,104,1,71,0,0,202409220,sea
Noah Fant,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,60,0,16,0,0,202409220,sea
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,46,0,18,0,0,202409220,sea
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,39,0,18,0,0,202409220,sea
AJ Barner,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,13,0,8,0,0,202409220,sea
Pharaoh Brown,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,202409220,sea
Laviska Shenault Jr.,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202409220,sea
