Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Caleb Williams,CHI,17,23,134,2,0,7,46,17,116.9,4,27,0,10,0,0,0,0,0,1,1,202412080,sfo
Tyson Bagent,CHI,1,1,6,0,0,0,0,6,91.7,0,0,0,0,0,0,0,0,0,0,0,202412080,sfo
D'Andre Swift,CHI,0,0,0,0,0,0,0,0,,14,38,0,8,2,1,2,0,2,0,0,202412080,sfo
Darrynton Evans,CHI,0,0,0,0,0,0,0,0,,3,3,0,4,0,0,0,0,0,0,0,202412080,sfo
D.J. Moore,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,49,0,14,0,0,202412080,sfo
Rome Odunze,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,42,2,17,0,0,202412080,sfo
Keenan Allen,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,30,0,14,0,0,202412080,sfo
Travis Homer,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,11,0,6,0,0,202412080,sfo
Collin Johnson,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202412080,sfo
Brock Purdy,SFO,20,25,325,2,0,1,4,39,145.4,5,11,0,5,0,0,0,0,0,0,0,202412080,sfo
Brandon Allen,SFO,0,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,202412080,sfo
Isaac Guerendo,SFO,0,0,0,0,0,0,0,0,,15,78,2,30,2,2,50,0,27,0,0,202412080,sfo
Patrick Taylor,SFO,0,0,0,0,0,0,0,0,,7,25,1,7,1,0,0,0,0,0,0,202412080,sfo
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,5,13,0,8,3,2,22,0,20,0,0,202412080,sfo
Ke'Shawn Vaughn,SFO,0,0,0,0,0,0,0,0,,2,4,0,3,0,0,0,0,0,0,0,202412080,sfo
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,151,0,33,0,0,202412080,sfo
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,90,2,39,0,0,202412080,sfo
Ricky Pearsall,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,202412080,sfo
Eric Saubert,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,4,0,0,202412080,sfo
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202412080,sfo
Jacob Cowing,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202412080,sfo
