Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jordan Love,GNB,20,27,229,2,0,0,0,36,123.8,1,4,0,4,0,0,0,0,0,0,0,202412150,sea
Josh Jacobs,GNB,0,0,0,0,0,0,0,0,,26,94,1,19,4,4,42,0,21,1,1,202412150,sea
Jayden Reed,GNB,0,0,0,0,0,0,0,0,,3,27,0,13,6,5,34,0,12,1,0,202412150,sea
Emanuel Wilson,GNB,0,0,0,0,0,0,0,0,,3,9,0,4,0,0,0,0,0,0,0,202412150,sea
Chris Brooks,GNB,0,0,0,0,0,0,0,0,,1,6,0,6,1,1,9,0,9,0,0,202412150,sea
Christian Watson,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,56,0,36,0,0,202412150,sea
Romeo Doubs,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,40,2,22,0,0,202412150,sea
Tucker Kraft,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,34,0,26,0,0,202412150,sea
Dontayvion Wicks,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,12,0,0,202412150,sea
Geno Smith,SEA,15,19,149,0,1,3,24,25,77.4,1,5,0,5,0,0,0,0,0,0,0,202412150,sea
Sam Howell,SEA,5,14,24,0,1,4,21,12,14.6,1,2,0,2,0,0,0,0,0,0,0,202412150,sea
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,8,54,1,24,4,1,12,0,12,0,0,202412150,sea
George Holani,SEA,0,0,0,0,0,0,0,0,,3,10,0,8,0,0,0,0,0,0,0,202412150,sea
Kenny McIntosh,SEA,0,0,0,0,0,0,0,0,,3,9,0,5,0,0,0,0,0,0,0,202412150,sea
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,12,10,83,0,25,0,0,202412150,sea
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,28,0,15,0,0,202412150,sea
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,0,22,0,0,202412150,sea
Noah Fant,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,15,0,5,0,0,202412150,sea
Jake Bobo,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202412150,sea
AJ Barner,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,5,0,5,0,0,202412150,sea
