Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Marcus Mariota,ATL,19,30,186,2,1,5,33,28,89.0,3,43,0,26,0,0,0,0,0,0,0,202211100,car
Caleb Huntley,ATL,0,0,0,0,0,0,0,0,,5,32,0,15,0,0,0,0,0,0,0,202211100,car
Avery Williams,ATL,0,0,0,0,0,0,0,0,,4,25,0,12,0,0,0,0,0,0,0,202211100,car
Tyler Allgeier,ATL,0,0,0,0,0,0,0,0,,8,20,0,6,3,3,-17,0,-5,0,0,202211100,car
Cordarrelle Patterson,ATL,0,0,0,0,0,0,0,0,,5,18,0,9,1,1,2,0,2,0,0,202211100,car
Damiere Byrd,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,58,0,21,0,0,202211100,car
Drake London,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,38,1,14,0,0,202211100,car
KhaDarel Hodge,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,37,1,25,0,0,202211100,car
Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,34,0,28,0,0,202211100,car
Kyle Pitts,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,8,2,28,0,18,0,0,202211100,car
MyCole Pruitt,ATL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,202211100,car
P.J. Walker,CAR,10,16,108,0,0,1,7,43,82.3,3,14,0,8,0,0,0,0,0,0,0,202211100,car
D'Onta Foreman,CAR,0,0,0,0,0,0,0,0,,31,130,1,23,1,0,0,0,0,0,0,202211100,car
Laviska Shenault Jr.,CAR,0,0,0,0,0,0,0,0,,2,42,1,41,4,3,17,0,8,0,0,202211100,car
Raheem Blackshear,CAR,0,0,0,0,0,0,0,0,,6,32,0,12,0,0,0,0,0,0,0,202211100,car
Chuba Hubbard,CAR,0,0,0,0,0,0,0,0,,5,14,0,5,0,0,0,0,0,0,0,202211100,car
Terrace Marshall Jr.,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,43,0,43,0,0,202211100,car
D.J. Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,29,0,20,0,0,202211100,car
Shi Smith,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0,202211100,car
Giovanni Ricci,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202211100,car
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202211100,car
