Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Matt Ryan,IND,16,30,195,0,3,5,31,39,34.0,0,0,0,0,0,0,0,0,0,1,0,202209180,jax
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,9,54,0,21,1,1,9,0,9,0,0,202209180,jax
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,1,3,0,3,7,5,79,0,39,0,0,202209180,jax
Nyheim Hines,IND,0,0,0,0,0,0,0,0,,1,0,0,0,5,4,37,0,19,0,0,202209180,jax
Dezmon Patmon,IND,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,24,0,17,0,0,202209180,jax
Mike Strachan,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,23,0,23,0,0,202209180,jax
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,14,0,8,0,0,202209180,jax
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,9,0,9,0,0,202209180,jax
Parris Campbell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202209180,jax
Deon Jackson,IND,0,0,0,0,0,0,0,0,,2,-3,0,1,0,0,0,0,0,0,0,202209180,jax
Trevor Lawrence,JAX,25,30,235,2,0,0,0,26,121.5,3,11,0,8,0,0,0,0,0,0,0,202209180,jax
James Robinson,JAX,0,0,0,0,0,0,0,0,,23,64,1,37,2,2,14,0,10,0,0,202209180,jax
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,9,20,0,6,3,3,33,0,14,0,0,202209180,jax
Jamal Agnew,JAX,0,0,0,0,0,0,0,0,,2,1,0,2,1,0,0,0,0,0,0,202209180,jax
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,78,2,26,0,0,202209180,jax
Evan Engram,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,46,0,12,0,0,202209180,jax
Marvin Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,33,0,13,0,0,202209180,jax
Zay Jones,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,23,0,10,0,0,202209180,jax
Dan Arnold,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202209180,jax
