Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Daniel Jones,NYG,21,35,228,1,0,3,18,44,88.7,3,14,0,8,0,0,0,0,0,1,0,202211240,dal
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,11,39,1,10,6,4,13,0,5,0,0,202211240,dal
Gary Brightwell,NYG,0,0,0,0,0,0,0,0,,5,31,0,15,2,2,18,0,12,0,0,202211240,dal
Matt Breida,NYG,0,0,0,0,0,0,0,0,,2,6,0,5,1,1,9,0,9,0,0,202211240,dal
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,63,0,44,0,0,202211240,dal
Richie James,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,41,1,16,0,0,202211240,dal
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,31,0,17,0,0,202211240,dal
Chris Myarick,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0,202211240,dal
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,20,0,20,0,0,202211240,dal
Tanner Hudson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202211240,dal
Dak Prescott,DAL,21,30,261,2,2,0,0,30,91.1,2,4,0,5,0,0,0,0,0,1,0,202211240,dal
Ezekiel Elliott,DAL,0,0,0,0,0,0,0,0,,16,92,1,22,1,1,3,0,3,0,0,202211240,dal
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,18,60,0,13,2,2,1,0,2,0,0,202211240,dal
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,2,11,0,12,11,6,106,0,25,0,0,202211240,dal
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,1,2,1,2,0,0,0,0,0,0,0,202211240,dal
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,63,0,25,0,0,202211240,dal
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,57,0,30,0,0,202211240,dal
Dalton Schultz,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,31,2,15,0,0,202211240,dal
