Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Kenny Pickett,PIT,25,38,191,0,1,6,38,25,66.9,7,37,0,11,0,0,0,0,0,2,1,202210300,phi
Najee Harris,PIT,1,1,4,0,0,0,0,4,83.3,8,32,0,18,6,6,26,0,9,0,0,202210300,phi
Chase Claypool,PIT,1,1,1,1,0,0,0,1,118.7,0,0,0,0,6,4,45,0,25,0,0,202210300,phi
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,6,50,0,19,3,3,25,0,15,0,0,202210300,phi
Steven Sims,PIT,0,0,0,0,0,0,0,0,,2,21,0,11,3,2,-1,0,2,0,0,202210300,phi
Marcus Allen,PIT,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,202210300,phi
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,57,0,21,0,0,202210300,phi
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,35,0,14,0,0,202210300,phi
Derek Watt,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,6,1,5,0,0,202210300,phi
Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0,3,0,0,202210300,phi
George Pickens,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202210300,phi
Jalen Hurts,PHI,19,28,285,4,0,3,18,43,140.6,2,10,0,8,0,0,0,0,0,0,0,202210300,phi
Gardner Minshew II,PHI,1,2,23,0,0,0,0,23,91.7,1,-1,0,-1,0,0,0,0,0,0,0,202210300,phi
Miles Sanders,PHI,0,0,0,0,0,0,0,0,,9,78,1,21,0,0,0,0,0,0,0,202210300,phi
Boston Scott,PHI,0,0,0,0,0,0,0,0,,7,21,0,8,0,0,0,0,0,0,0,202210300,phi
Kenneth Gainwell,PHI,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,8,0,8,0,0,202210300,phi
A.J. Brown,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,156,3,43,0,0,202210300,phi
Dallas Goedert,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,64,0,17,0,0,202210300,phi
Zach Pascal,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,57,1,34,0,0,202210300,phi
DeVonta Smith,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,23,0,14,0,0,202210300,phi
Jack Stoll,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202210300,phi
Quez Watkins,PHI,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202210300,phi
