Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Tyler Huntley,BAL,17,30,138,0,1,3,12,19,54.6,6,15,0,9,0,0,0,0,0,1,0,202212170,cle
J.K. Dobbins,BAL,0,0,0,0,0,0,0,0,,13,125,0,37,1,1,3,0,3,0,0,202212170,cle
Gus Edwards,BAL,0,0,0,0,0,0,0,0,,7,55,0,25,0,0,0,0,0,0,0,202212170,cle
Justice Hill,BAL,0,0,0,0,0,0,0,0,,1,3,0,3,1,1,15,0,15,0,0,202212170,cle
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,31,0,19,0,0,202212170,cle
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,29,0,19,1,0,202212170,cle
Demarcus Robinson,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,6,6,29,0,14,2,1,202212170,cle
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,18,0,9,0,0,202212170,cle
Josh Oliver,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,8,0,0,202212170,cle
DeSean Jackson,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,202212170,cle
James Proche,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202212170,cle
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,202212170,cle
Deshaun Watson,CLE,18,28,161,1,0,3,21,28,91.5,6,22,0,17,0,0,0,0,0,0,0,202212170,cle
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,21,99,0,18,2,0,0,0,0,0,0,202212170,cle
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,4,24,0,9,1,1,3,0,3,0,0,202212170,cle
Jacoby Brissett,CLE,0,0,0,0,0,0,0,0,,1,3,0,3,0,0,0,0,0,0,0,202212170,cle
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,58,0,28,0,0,202212170,cle
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,31,1,14,0,0,202212170,cle
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,28,0,13,0,0,202212170,cle
Daylen Baldwin,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,25,0,15,0,0,202212170,cle
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,7,0,5,0,0,202212170,cle
Demetric Felton,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202212170,cle
Michael Woods II,CLE,0,0,0,0,0,0,0,0,,1,-5,0,-5,2,1,4,0,4,0,0,202212170,cle
