Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Deshaun Watson,CLE,19,29,230,2,2,7,57,38,84.0,6,44,0,21,0,0,0,0,0,1,0,202301080,pit
Nick Chubb,CLE,0,0,0,0,0,0,0,0,,12,77,0,15,6,5,45,1,19,0,0,202301080,pit
Kareem Hunt,CLE,0,0,0,0,0,0,0,0,,4,13,0,5,4,3,15,0,14,0,0,202301080,pit
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,51,0,36,0,0,202301080,pit
Donovan Peoples-Jones,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,42,0,38,0,0,202301080,pit
David Njoku,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,42,1,18,0,0,202301080,pit
Harrison Bryant,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,20,0,14,0,0,202301080,pit
Michael Woods II,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,15,0,15,0,0,202301080,pit
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202301080,pit
Kenny Pickett,PIT,13,29,195,1,0,1,6,32,79.0,3,1,0,1,0,0,0,0,0,1,0,202301080,pit
Najee Harris,PIT,0,0,0,0,0,0,0,0,,23,80,1,11,1,1,10,0,10,1,1,202301080,pit
Jaylen Warren,PIT,0,0,0,0,0,0,0,0,,6,36,0,22,4,3,7,0,3,0,0,202301080,pit
Steven Sims,PIT,0,0,0,0,0,0,0,0,,1,16,0,16,0,0,0,0,0,1,0,202301080,pit
Connor Heyward,PIT,0,0,0,0,0,0,0,0,,1,6,0,6,4,3,45,0,27,0,0,202301080,pit
Gunner Olszewski,PIT,0,0,0,0,0,0,0,0,,2,4,0,3,0,0,0,0,0,0,0,202301080,pit
Derek Watt,PIT,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,202301080,pit
George Pickens,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,72,1,31,0,0,202301080,pit
Diontae Johnson,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,10,2,38,0,32,0,0,202301080,pit
Zach Gentry,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,0,23,0,0,202301080,pit
Pat Freiermuth,PIT,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202301080,pit
