Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Kirk Cousins,MIN,31,41,425,2,0,3,26,47,124.5,0,0,0,0,0,0,0,0,0,0,0,202212110,det
Dalvin Cook,MIN,0,0,0,0,0,1,5,0,,15,23,1,5,2,1,13,0,13,1,1,202212110,det
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,15,11,223,0,47,0,0,202212110,det
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,77,0,21,1,1,202212110,det
Adam Thielen,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,65,1,23,0,0,202212110,det
K.J. Osborn,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,5,38,1,15,0,0,202212110,det
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202212110,det
Jalen Reagor,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202212110,det
Alexander Mattison,MIN,0,0,0,0,0,0,0,0,,2,-1,0,0,0,0,0,0,0,0,0,202212110,det
Jared Goff,DET,27,39,330,3,0,0,0,48,120.7,2,9,0,8,0,0,0,0,0,0,0,202212110,det
C.J. Moore,DET,0,0,0,0,0,0,0,0,,1,42,0,42,0,0,0,0,0,0,0,202212110,det
Jamaal Williams,DET,0,0,0,0,0,0,0,0,,16,37,0,8,1,0,0,0,0,0,0,202212110,det
D'Andre Swift,DET,0,0,0,0,0,0,0,0,,6,21,0,9,4,3,18,0,15,0,0,202212110,det
Justin Jackson,DET,0,0,0,0,0,0,0,0,,4,19,1,15,1,1,12,0,12,0,0,202212110,det
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,1,6,0,6,9,6,68,0,25,0,0,202212110,det
DJ Chark,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,94,1,48,0,0,202212110,det
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,51,1,18,0,0,202212110,det
Jameson Williams,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,41,1,41,0,0,202212110,det
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,19,0,14,0,0,202212110,det
Shane Zylstra,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,18,0,14,0,0,202212110,det
Penei Sewell,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,9,0,9,0,0,202212110,det
Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202212110,det
