Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Derek Carr,LVR,15,26,101,0,1,3,20,14,50.3,1,-1,0,-1,0,0,0,0,0,0,0,202210300,nor
Jarrett Stidham,LVR,8,13,72,0,0,1,8,18,76.4,0,0,0,0,0,0,0,0,0,0,0,202210300,nor
Josh Jacobs,LVR,0,0,0,0,0,0,0,0,,10,43,0,16,4,2,11,0,11,0,0,202210300,nor
Mack Hollins,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,8,7,64,0,14,0,0,202210300,nor
Foster Moreau,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,9,6,31,0,12,0,0,202210300,nor
Keelan Cole,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,30,0,18,0,0,202210300,nor
Ameer Abdullah,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,28,0,10,0,0,202210300,nor
Hunter Renfrow,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,6,0,6,0,0,202210300,nor
Jesper Horsted,LVR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202210300,nor
Davante Adams,LVR,0,0,0,0,0,0,0,0,,1,-1,0,-1,5,1,3,0,3,0,0,202210300,nor
Matthias Farley,LVR,0,0,0,0,0,0,0,0,,1,-3,0,-3,0,0,0,0,0,0,0,202210300,nor
Andy Dalton,NOR,22,30,229,2,0,0,0,36,117.2,0,0,0,0,0,0,0,0,0,0,0,202210300,nor
Taysom Hill,NOR,1,1,2,0,0,0,0,2,79.2,10,61,0,11,2,1,11,0,11,0,0,202210300,nor
Alvin Kamara,NOR,0,0,0,0,0,0,0,0,,18,62,1,9,10,9,96,2,36,0,0,202210300,nor
Dwayne Washington,NOR,0,0,0,0,0,0,0,0,,4,13,0,4,0,0,0,0,0,0,0,202210300,nor
Chris Olave,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,52,0,14,0,0,202210300,nor
Rashid Shaheed,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,38,0,30,0,0,202210300,nor
Juwan Johnson,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,14,0,8,0,0,202210300,nor
Marquez Callaway,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202210300,nor
Nick Vannett,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,8,0,8,0,0,202210300,nor
Mark Ingram,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,202210300,nor
Tre'Quan Smith,NOR,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202210300,nor
