Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Lamar Jackson,BAL,17,30,213,3,1,2,2,55,98.3,6,17,0,8,0,0,0,0,0,0,0,202209110,nyj
Kenyan Drake,BAL,0,0,0,0,0,0,0,0,,11,31,0,8,1,1,15,0,15,0,0,202209110,nyj
Mike Davis,BAL,0,0,0,0,0,0,0,0,,2,11,0,10,0,0,0,0,0,1,0,202209110,nyj
Justice Hill,BAL,0,0,0,0,0,0,0,0,,2,4,0,3,2,2,7,0,5,0,0,202209110,nyj
Rashod Bateman,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,59,1,55,0,0,202209110,nyj
Devin Duvernay,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,54,2,25,0,0,202209110,nyj
Mark Andrews,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,52,0,17,0,0,202209110,nyj
Demarcus Robinson,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,19,0,11,0,0,202209110,nyj
Patrick Ricard,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202209110,nyj
Tylan Wallace,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202209110,nyj
Isaiah Likely,BAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,0,202209110,nyj
Joe Flacco,NYJ,37,59,309,1,1,3,12,24,74.8,1,0,0,0,0,0,0,0,0,0,0,202209110,nyj
Michael Carter,NYJ,0,0,0,0,0,0,0,0,,10,60,0,22,9,7,40,0,11,0,0,202209110,nyj
Breece Hall,NYJ,0,0,0,0,0,0,0,0,,6,23,0,14,9,6,38,0,16,1,1,202209110,nyj
Corey Davis,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,77,0,17,0,0,202209110,nyj
Garrett Wilson,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,52,0,19,0,0,202209110,nyj
Elijah Moore,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,49,0,24,0,0,202209110,nyj
Braxton Berrios,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,37,0,13,0,0,202209110,nyj
Tyler Conklin,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,7,4,16,1,6,1,0,202209110,nyj
Lawrence Cager,NYJ,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202209110,nyj
