Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Davis Mills,HOU,22,37,319,1,1,4,33,46,85.3,0,0,0,0,0,0,0,0,0,0,0,202211130,nyg
Dameon Pierce,HOU,0,0,0,0,0,0,0,0,,17,94,0,44,3,2,28,0,16,1,1,202211130,nyg
Brandin Cooks,HOU,0,0,0,0,0,0,0,0,,1,5,0,5,7,4,37,0,25,0,0,202211130,nyg
Rex Burkhead,HOU,0,0,0,0,0,0,0,0,,1,2,0,2,2,2,28,0,15,0,0,202211130,nyg
Jordan Akins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,72,0,46,0,0,202211130,nyg
Chris Moore,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,70,0,25,0,0,202211130,nyg
Nico Collins,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,49,1,13,0,0,202211130,nyg
Phillip Dorsett,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,18,0,0,202211130,nyg
Dare Ogunbowale,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,13,0,13,0,0,202211130,nyg
O.J. Howard,HOU,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202211130,nyg
Daniel Jones,NYG,13,17,197,2,0,3,21,54,153.3,5,24,0,11,0,0,0,0,0,0,0,202211130,nyg
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,35,152,1,27,1,1,8,0,8,0,0,202211130,nyg
Matt Breida,NYG,0,0,0,0,0,0,0,0,,6,20,0,9,0,0,0,0,0,0,0,202211130,nyg
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,95,1,54,0,0,202211130,nyg
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,41,0,26,0,0,202211130,nyg
Tanner Hudson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,24,0,16,0,0,202211130,nyg
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,9,1,9,0,0,202211130,nyg
Kenny Golladay,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202211130,nyg
Chris Myarick,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202211130,nyg
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,1,-5,0,-5,2,2,20,0,11,0,0,202211130,nyg
