Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Jimmy Garoppolo,SFO,20,29,228,4,0,0,0,39,131.9,1,3,0,3,0,0,0,0,0,0,0,202211210,crd
Elijah Mitchell,SFO,0,0,0,0,0,0,0,0,,9,59,0,19,0,0,0,0,0,0,0,202211210,crd
Christian McCaffrey,SFO,0,0,0,0,0,0,0,0,,7,39,0,20,7,7,67,0,14,0,0,202211210,crd
Deebo Samuel,SFO,0,0,0,0,0,0,0,0,,3,37,1,39,9,7,57,0,19,0,0,202211210,crd
Jordan Mason,SFO,0,0,0,0,0,0,0,0,,4,14,0,8,0,0,0,0,0,0,0,202211210,crd
Kyle Juszczyk,SFO,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,202211210,crd
Brock Purdy,SFO,0,0,0,0,0,0,0,0,,3,3,0,5,0,0,0,0,0,0,0,202211210,crd
George Kittle,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,84,2,39,0,0,202211210,crd
Brandon Aiyuk,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,20,2,13,0,0,202211210,crd
Jauan Jennings,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,202211210,crd
Ray-Ray McCloud,SFO,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202211210,crd
Colt McCoy,ARI,24,34,218,0,1,3,30,47,75.4,3,6,0,4,0,0,0,0,0,0,0,202211210,crd
Trace McSorley,ARI,6,10,59,0,1,0,0,18,37.1,1,6,0,6,0,0,0,0,0,0,0,202211210,crd
James Conner,ARI,0,0,0,0,0,0,0,0,,14,42,1,14,5,2,12,0,7,1,0,202211210,crd
Keaontay Ingram,ARI,0,0,0,0,0,0,0,0,,5,19,0,13,0,0,0,0,0,0,0,202211210,crd
Greg Dortch,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,10,9,103,0,47,0,0,202211210,crd
DeAndre Hopkins,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,12,9,91,0,17,0,0,202211210,crd
A.J. Green,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,9,5,50,0,18,0,0,202211210,crd
Trey McBride,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,14,0,6,0,0,202211210,crd
Maxx Williams,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,202211210,crd
Stephen Anderson,ARI,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202211210,crd
Rondale Moore,ARI,0,0,0,0,0,0,0,0,,1,-6,0,-6,0,0,0,0,0,0,0,202211210,crd
