Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,Att.1,Yds.2,TD.1,Lng.1,Tgt,Rec,Yds.3,TD.2,Lng.2,Fmb,FL,fecha,team
Daniel Jones,NYG,17,31,176,0,0,5,29,27,71.4,6,20,0,6,0,0,0,0,0,1,0,202210300,sea
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,20,53,1,15,5,3,9,0,12,0,0,202210300,sea
Matt Breida,NYG,0,0,0,0,0,0,0,0,,2,5,0,3,2,1,10,0,10,0,0,202210300,sea
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,66,0,21,0,0,202210300,sea
Tanner Hudson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,58,0,27,0,0,202210300,sea
Wan'Dale Robinson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,15,0,9,0,0,202210300,sea
Chris Myarick,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,202210300,sea
David Sills,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,202210300,sea
Marcus Johnson,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,6,1,3,0,3,0,0,202210300,sea
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,202210300,sea
Geno Smith,SEA,23,34,212,2,0,3,22,33,104.0,5,26,0,14,0,0,0,0,0,0,0,202210300,sea
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,18,51,1,16,2,1,1,0,1,0,0,202210300,sea
Travis Homer,SEA,0,0,0,0,0,0,0,0,,2,10,0,7,1,1,21,0,21,0,0,202210300,sea
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,63,1,33,1,1,202210300,sea
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,55,1,15,0,0,202210300,sea
Marquise Goodwin,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,33,0,16,0,0,202210300,sea
Noah Fant,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,19,0,16,0,0,202210300,sea
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,12,0,9,0,0,202210300,sea
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,5,0,0,202210300,sea
D'Wayne Eskridge,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,3,0,3,0,0,202210300,sea
